"Quando eu posso sair de ferias?", Política de solicitação de férias / Data de inicio das férias
"Posso escolher o dia de início das férias?", Política de solicitação de férias / Data de inicio das férias
"É possível iniciar as férias após um feriado?", Política de solicitação de férias / Data de inicio das férias
"Posso iniciar minhas férias em qualquer data?", Política de solicitação de férias / Data de inicio das férias
"Posso escolher qualquer dia para tirar férias?", Política de solicitação de férias / Data de inicio das férias
"Existe algum dia específico para sair de férias?", Política de solicitação de férias / Data de inicio das férias
"Quando eu posso sair de férias?", Política de solicitação de férias / Data de inicio das férias
"Posso escolher o dia de inicio das ferias?", Política de solicitação de férias / Data de inicio das férias
"É possível iniciar as ferias após um feriado?", Política de solicitação de férias / Data de inicio das férias
"Posso iniciar minhas ferias em qualquer data?", Política de solicitação de férias / Data de inicio das férias
"Posso escolher qualquer dia para tirar ferias?
", Política de solicitação de férias / Data de inicio das férias
"Existe algum dia específico para sair de ferias?", Política de solicitação de férias / Data de inicio das férias
"As férias podem ter início aos sábados, domingos ou feriados?", Política de solicitação de férias / Data de inicio das férias
"As ferias podem ter inicio aos sabados, domingos ou feriados?", Política de solicitação de férias / Data de inicio das férias
"Posso emendar o retorno da licença maternidade com as férias?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"É possível sair de férias logo após o término do período de licença maternidade?
", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"Quero tirar férias logo após a licença maternidade. Tenho que iniciar em uma segunda-feira?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"É necessário iniciar as férias em uma segunda feira após retornar de licença maternidade?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"Posso pedir férias após o período de licença maternidade?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"Tenho que iniciar minhas férias em uma segunda-feira mesmo retornando de licença-maternidade?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"Posso emendar o retorno da licença maternidade com as ferias?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"E possivel sair de ferias logo apos o termino do periodo de licença maternidade?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"Quero tirar ferias logo apos a licenca maternidade. Tenho que iniciar em uma segunda-feira?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"E necessario iniciar as ferias em uma segunda feira apos retornar de licenca maternidade?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"Posso pedir ferias apos o periodo de licenca maternidade?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"Tenho que iniciar minhas ferias em uma segunda-feira mesmo retornando de licenca-maternidade?", Política de solicitação de férias / Data de inicio das férias pos Licença-Maternidade
"Meu saldo de férias está incorreto no sistema. Como proceder?", Política de solicitação de férias / Saldo de férias fracionada
"Quem devo consultar em caso de dúvidas com o saldo de férias?", Política de solicitação de férias / Saldo de férias fracionada
"O sistema não aponta corretamente meu saldo de férias. Quem devo consultar?", Política de solicitação de férias / Saldo de férias fracionada
"O que devo fazer quando o sistema aponta meu saldo de férias incorretamente?", Política de solicitação de férias / Saldo de férias fracionada
"Com quem devo tirar minhas dúvidas com relação ao saldo de férias no sistema?", Política de solicitação de férias / Saldo de férias fracionada
"O que faço quando o saldo de férias no sistema está errado?", Política de solicitação de férias / Saldo de férias fracionada
"Meu saldo de ferias esta incorreto no sistema.", Política de solicitação de férias / Saldo de férias fracionada
"Quem devo consultar em caso de duvidas com o saldo de ferias?", Política de solicitação de férias / Saldo de férias fracionada
"O sistema não aponta corretamente meu saldo de ferias.", Política de solicitação de férias / Saldo de férias fracionada
"O que devo fazer quando o sistema aponta meu saldo de ferias incorretamente?", Política de solicitação de férias / Saldo de férias fracionada
"Com quem devo tirar minhas duvidas com relação ao saldo de ferias no sistema?", Política de solicitação de férias / Saldo de férias fracionada
"O que faco quando o saldo de ferias no sistema esta errado?", Política de solicitação de férias / Saldo de férias fracionada
"Pedi ferias por email para o RH e eles não me responderão", Política de solicitação de férias / Sistema
"Onde eu solicito a minhas ferias?", Política de solicitação de férias / Sistema
"É possível dividir as férias em quantos períodos?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"De quais formas posso dividir minhas férias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"É possível vender as férias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"Posso dividir minhas férias em várias partes?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"Posso vender completamente minhas férias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"A empresa permite a venda de uma parte das minhas férias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"E possivel dividir as ferias em quantos periodos?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"De quais formas posso dividir minhas ferias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"E possivel vender as ferias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"Posso dividir minhas ferias em varias partes?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"Posso vender completamente minhas ferias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"A empresa permite a venda de uma parte das minhas ferias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"As férias serão sempre de 30 dias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
"As ferias serao sempre de 30 dias?", Política de solicitação de férias / Quantidade de dias de descanso fracionar férias
