"Posso vender as ferias?",Abono pecuniário
"Posso pedir o abono no segundo período de férias?",Abono pecuniário
"Posso vender as férias?",Abono pecuniário
"Quando posso pedir o abono de férias?",Abono pecuniário
"Quando posso pedir o abono pecuniário?",Abono pecuniário
"Tenho uma ferias vencida e outra esta chegando.",Considerações Gerais / Acumulo de férias
"ja tenho quase duas ferias vencidas.",Considerações Gerais / Acumulo de férias
"já tenho quase duas férias vencidas.",Considerações Gerais / Acumulo de férias
"E permitido acumular ferias?",Considerações Gerais / Acumulo de férias
"Tenho uma férias vencida e outra está chegando. O que faço?",Considerações Gerais / Acumulo de férias
"Ha restricoes para acumulo de ferias?",Considerações Gerais / Acumulo de férias
"Em quais situacoes posso acumular ferias?",Considerações Gerais / Acumulo de férias
"Posso entrar em acordo com meu gerente e acumular duas ferias?",Considerações Gerais / Acumulo de férias
"E possivel acumular dois periodos de ferias?",Considerações Gerais / Acumulo de férias
"O empregador pode se recusar a dar férias quando o empregado pede?",Considerações Gerais / Acumulo de férias
"O empregador pode se recusar a dar ferias quando o empregado pede?",Considerações Gerais / Acumulo de férias
"Há restrições para acumulo de férias?",Considerações Gerais / Acumulo de férias
"Em quais situações posso acumular férias?",Considerações Gerais / Acumulo de férias
"Posso entrar em acordo com meu gerente e acumular duas férias?",Considerações Gerais / Acumulo de férias
"É permitido acumular férias?",Considerações Gerais / Acumulo de férias
"É possível acumular dois períodos de férias?",Considerações Gerais / Acumulo de férias
"Posso dividir minhas férias?",Considerações Gerais / Periodo fracionado de férias
"Quero fracionar as ferias como faço?",Considerações Gerais / Periodo fracionado de férias
"Quem tem o direito de dividir as férias?",Considerações Gerais / Periodo fracionado de férias
"Todos podem dividir as férias?",Considerações Gerais / Periodo fracionado de férias
"Quais os requisitos para dividir as férias?",Considerações Gerais / Periodo fracionado de férias
"O que devo fazer para dividir minhas férias em dois períodos?",Considerações Gerais / Periodo fracionado de férias
"Posso dividir minhas ferias?",Considerações Gerais / Periodo fracionado de férias
"E possivel fracionar o periodo de ferias?",Considerações Gerais / Periodo fracionado de férias
"Todos podem dividir as ferias?",Considerações Gerais / Periodo fracionado de férias
"Quem tem o direito de dividir as ferias?",Considerações Gerais / Periodo fracionado de férias
"Quais os requisitos para dividir as ferias?",Considerações Gerais / Periodo fracionado de férias
"O que devo fazer para dividir minhas ferias em dois periodos?",Considerações Gerais / Periodo fracionado de férias
"É possível fracionar o período de férias?",Considerações Gerais / Periodo fracionado de férias
"Tenho cinquenta e cinco anos posso tirar 20 dias de ferias?",Considerações Gerais / Periodo unico de férias obrigratório
"Tenho cinquenta e cinco anos e quero fracionar as minhas ferias?",Considerações Gerais / Periodo unico de férias obrigratório
"Tenho 55 anos e quero fracionar as minhas ferias?",Considerações Gerais / Periodo unico de férias obrigratório
"Em quais casos devo tirar as ferias em um unico periodo?",Considerações Gerais / Periodo unico de férias obrigratório
"Em quais casos devo tirar as férias em um único período?
",Considerações Gerais / Periodo unico de férias obrigratório
"É necessário tirar as férias em um único período?",Considerações Gerais / Periodo unico de férias obrigratório
"Quem deve tirar as férias em um único período?",Considerações Gerais / Periodo unico de férias obrigratório
"Quem não pode dividir as férias?",Considerações Gerais / Periodo unico de férias obrigratório
"Existe alguma restrição para tirar as férias em um só período?",Considerações Gerais / Periodo unico de férias obrigratório
"Quem não pode fracionar as férias?",Considerações Gerais / Periodo unico de férias obrigratório
"E se o empregado tem menos de 18 anos ou mais de 50 anos qual e a regra?",Considerações Gerais / Periodo unico de férias obrigratório
"E se o empregado tem menos de 18 anos ou mais de 50 anos qual é a regra?",Considerações Gerais / Periodo unico de férias obrigratório
"Quem nao pode fracionar as ferias?",Considerações Gerais / Periodo unico de férias obrigratório
"Existe alguma restricao para tirar as ferias em um so periodo?",Considerações Gerais / Periodo unico de férias obrigratório
"Quem nao pode dividir as ferias?",Considerações Gerais / Periodo unico de férias obrigratório
"Quem deve tirar as ferias em um unico periodo?",Considerações Gerais / Periodo unico de férias obrigratório
"E necessario tirar as ferias em um unico periodo?",Considerações Gerais / Periodo unico de férias obrigratório
